Tile,Aerial 2012 GeoTIFF,Aerial 2012 MrSID,Aerial 2016 GeoTIFF,Aerial 2016 MrSID3,Aerial 2016 MrSID4,DEM 2016,Point cloud 2016 (las),Aerial 2019 GeoTIFF,Aerial 2023 GeoTIFF,Aerial 2023 MrSID3,Aerial 2023 MrSID4,DEM 2023,Point cloud 2023 (laz)
935655_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935655_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935655_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935655_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935655_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935655_nw.zip
935655_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935655_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935655_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935655_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935655_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935655_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935655_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935655_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935655_se.zip
935655_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935655_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935655_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935655_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935655_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935655_sw.zip
935660_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935660_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935660_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935660_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935660_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935660_ne.zip
935660_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935660_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935660_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935660_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935660_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935660_nw.zip
935660_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935660_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935660_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935660_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935660_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935660_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935660_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935660_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935660_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935660_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935660_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935660_se.zip
935660_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935660_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935660_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935660_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935660_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935660_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935660_sw.zip
935665_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935665.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935665.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935665_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935665_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935665_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935665_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935665_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935665_ne.zip
935665_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935665.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935665.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935665_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935665_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935665_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935665_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935665_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935665_nw.zip
935665_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935665.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935665.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935665_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935665_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935665_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935665_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935665_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935665_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935665_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935665_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935665_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935665_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935665_se.zip
935665_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935665.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935665.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935665_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935665_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935665_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935665_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935665_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935665_sw.zip
935670_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935670.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935670.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935670_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935670_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935670_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935670_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935670_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935670_ne.zip
935670_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935670.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935670.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935670_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935670_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935670_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935670_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935670_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935670_nw.zip
935670_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935670.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935670.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935670_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935670_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935670_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935670_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935670_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935670_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935670_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935670_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935670_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935670_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935670_se.zip
935670_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935670.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935670.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935670_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935670_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935670_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935670_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935670_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935670_sw.zip
935675_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/935675.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/935675.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/935675_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/935675_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/935675_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/935675_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/935675_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/935675_sw.zip
940645_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940645.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940645.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940645_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940645_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940645_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940645_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940645_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940645_nw.zip
940650_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940650.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940650.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940650_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940650_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940650_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940650_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940650_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940650_ne.zip
940650_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940650.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940650.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940650_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940650_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940650_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940650_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940650_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940650_nw.zip
940650_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940650.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940650.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940650_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940650_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940650_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940650_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940650_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940650_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940650_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940650_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940650_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940650_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940650_se.zip
940650_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940650.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940650.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940650_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940650_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940650_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940650_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940650_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940650_sw.zip
940655_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940655_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940655_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940655_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940655_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940655_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940655_ne.zip
940655_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940655_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940655_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940655_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940655_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940655_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940655_nw.zip
940655_se,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940655_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940655_se.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940655_se.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940655_se.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940655_se.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940655_se.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940655_se.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940655_se.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940655_se.zip
940655_sw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940655.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940655.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940655_sw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940655_sw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940655_sw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940655_sw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940655_sw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940655_sw.zip
940660_ne,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940660_ne.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940660_ne.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940660_ne.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940660_ne.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940660_ne.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940660_ne.zip
940660_nw,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/tif/940660.zip,https://magic.lib.uconn.edu/magic_8/raster/37800/aerial/2012/Tiles/sid/940660.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/Tif/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid3/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2016/tiles/sid4/940660_nw.zip,https://cteco.uconn.edu/download/DEM/2016/tiles/940660_nw.zip,https://cteco.uconn.edu/download/LAS/2016/tiles/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2019/tiles/tif/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/tif/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid3/940660_nw.zip,https://cteco.uconn.edu/download/aerial/2023/tiles/sid4/940660_nw.zip,https://cteco.uconn.edu/download/DEM/2023/tiles/940660_nw.zip,https://cteco.uconn.edu/download/LAZ/2023/tiles/940660_nw.zip
